,assetlongdescription_entity_llms,assetlongdescription_entity_llms_left_0,assetlongdescription_entity_llms_right_0,assetlongdescription_entity_llms_left_1,assetlongdescription_entity_llms_right_1,assetlongdescription_entity_llms_left_2,assetlongdescription_entity_llms_right_2
634,"['Main Turbine - 1800RPM - HP', 'Rotating Asset', 'Turbine (rotating and stationary components)', 'Turbine driven oil pump', 'Journal bearings and thrust bearings', 'Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange', 'Couplings', 'Steam seals', 'Insulation/appearance lagging', 'Steam valves', 'All expansion joints', 'Auxiliary e.g. oil and control systems', 'Generator, excitation, and auxiliary systems', 'Special tooling and crane', 'Not important', 'Left/right side differentiation is looking from the turbine toward the generator', 'Turbine end is designated TE, and generator end as GE']","['Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange', 'Couplings', 'Rotating Asset', 'Special tooling and crane', 'Insulation/appearance lagging', 'Turbine (rotating and stationary components)']","['All expansion joints', 'Not important', 'Steam seals', 'Turbine driven oil pump', 'Auxiliary e.g. oil and control systems', 'Turbine end is designated TE, and generator end as GE', 'Main Turbine - 1800RPM - HP', 'Journal bearings and thrust bearings', 'Left/right side differentiation is looking from the turbine toward the generator', 'Generator, excitation, and auxiliary systems', 'Steam valves']","['Left/right side differentiation is looking from the turbine toward the generator', 'Insulation/appearance lagging', 'Couplings', 'Auxiliary e.g. oil and control systems']","['Turbine driven oil pump', 'Turbine end is designated TE, and generator end as GE', 'Journal bearings and thrust bearings', 'Generator, excitation, and auxiliary systems', 'Turbine (rotating and stationary components)', 'Not important', 'Steam seals', 'Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange', 'Rotating Asset', 'Steam valves', 'All expansion joints', 'Special tooling and crane', 'Main Turbine - 1800RPM - HP']","['Turbine (rotating and stationary components)', 'Special tooling and crane', 'Turbine end is designated TE, and generator end as GE', 'Couplings', 'Generator, excitation, and auxiliary systems', 'All expansion joints', 'Steam seals', 'Journal bearings and thrust bearings', 'Main Turbine - 1800RPM - HP', 'Rotating Asset', 'Turbine driven oil pump', 'Left/right side differentiation is looking from the turbine toward the generator', 'Not important', 'Steam valves', 'Auxiliary e.g. oil and control systems', 'Foundation (pedestal, keys, bolting) above turbine/condenser exhaust flange']",['Insulation/appearance lagging']
635,"['Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor', 'Rotating Asset', 'Electric motor', 'Motor leads', 'Internal motor heaters', 'Pump and motor mounting', 'Pump/motor coupling', 'Pump', 'Pump discharge check valve', 'Motor feeder cables', 'DC breaker', 'Motor controls', 'The boundary location is not included in the entities as it is not an entity but a location definition.']","['Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor', 'Motor controls', 'Electric motor', 'Pump discharge check valve', 'DC breaker', 'Motor leads', 'Pump and motor mounting', 'Pump', 'Rotating Asset']","['Internal motor heaters', 'Pump/motor coupling', 'Motor feeder cables', 'The boundary location is not included in the entities as it is not an entity but a location definition.']","['Rotating Asset', 'Pump discharge check valve', 'Pump and motor mounting', 'Motor feeder cables', 'Motor leads', 'The boundary location is not included in the entities as it is not an entity but a location definition.', 'Pump/motor coupling']","['Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor', 'Internal motor heaters', 'Pump', 'Electric motor', 'DC breaker', 'Motor controls']","['Main Turbine Lube Oil AC Aux_Startup Oil Pump and Motor', 'Internal motor heaters', 'DC breaker']","['Motor controls', 'Pump/motor coupling', 'Pump and motor mounting', 'Motor feeder cables', 'The boundary location is not included in the entities as it is not an entity but a location definition.', 'Pump discharge check valve', 'Motor leads', 'Rotating Asset', 'Pump', 'Electric motor']"
636,"['Transformer - Station Aux\\_Startup - No LTC', 'Electrical Asset']",['Electrical Asset'],['Transformer - Station Aux\\_Startup - No LTC'],['Transformer - Station Aux\\_Startup - No LTC'],['Electrical Asset'],['Electrical Asset'],['Transformer - Station Aux\\_Startup - No LTC']
637,"['Transformer', 'Current', 'CT', '<15kV', 'Instrument Asset', 'CT, Bus or cable directly associated with the CT, Local wiring leading to the metering instrumentation']","['CT', 'Transformer', '<15kV']","['CT, Bus or cable directly associated with the CT, Local wiring leading to the metering instrumentation', 'Instrument Asset', 'Current']","['Current', 'CT, Bus or cable directly associated with the CT, Local wiring leading to the metering instrumentation']","['CT', 'Transformer', '<15kV', 'Instrument Asset']","['<15kV', 'Instrument Asset', 'CT, Bus or cable directly associated with the CT, Local wiring leading to the metering instrumentation']","['Transformer', 'Current', 'CT']"
638,"['Transformer - Lighting', 'Electrical Asset', 'Transformer - Wiring, cables, and connections']","['Transformer - Wiring, cables, and connections', 'Transformer - Lighting']",['Electrical Asset'],['Electrical Asset'],"['Transformer - Lighting', 'Transformer - Wiring, cables, and connections']","['Transformer - Wiring, cables, and connections', 'Transformer - Lighting']",['Electrical Asset']
639,"['Transformer - Substation with De-Energized DETC', 'Electrical Asset']",['Transformer - Substation with De-Energized DETC'],['Electrical Asset'],['Electrical Asset'],['Transformer - Substation with De-Energized DETC'],['Transformer - Substation with De-Energized DETC'],['Electrical Asset']
640,"['Valve - Electro-Hydraulic Servo', 'Miscellaneous Asset', 'Coil', 'Valve body or cylinder with piston, O-rings, position springs', 'Electrical wiring and connections', 'Hydraulic fluid', 'Connection and piping', 'Controls', 'Coil', 'Valve body or cylinder with piston, O-rings, position springs', 'Electrical wiring and connections', 'Hydraulic fluid', 'Connection and piping', 'Controls']","['Valve body or cylinder with piston, O-rings, position springs', 'Valve body or cylinder with piston, O-rings, position springs', 'Connection and piping', 'Hydraulic fluid', 'Coil', 'Controls', 'Valve - Electro-Hydraulic Servo', 'Connection and piping', 'Electrical wiring and connections', 'Electrical wiring and connections']","['Controls', 'Hydraulic fluid', 'Miscellaneous Asset', 'Coil']","['Electrical wiring and connections', 'Valve body or cylinder with piston, O-rings, position springs', 'Hydraulic fluid', 'Valve - Electro-Hydraulic Servo', 'Valve body or cylinder with piston, O-rings, position springs', 'Controls', 'Hydraulic fluid', 'Controls', 'Electrical wiring and connections']","['Coil', 'Connection and piping', 'Connection and piping', 'Coil', 'Miscellaneous Asset']","['Coil', 'Valve body or cylinder with piston, O-rings, position springs']","['Electrical wiring and connections', 'Controls', 'Valve - Electro-Hydraulic Servo', 'Valve body or cylinder with piston, O-rings, position springs', 'Hydraulic fluid', 'Miscellaneous Asset', 'Controls', 'Electrical wiring and connections', 'Connection and piping', 'Connection and piping', 'Coil', 'Hydraulic fluid']"
641,"['Valve - Steam Turbine - Steam Stop Valve Balanced Type using a Single-Acting Actuator', 'Fixed Asset', 'for Alstom turbine controls']",['Fixed Asset'],"['Valve - Steam Turbine - Steam Stop Valve Balanced Type using a Single-Acting Actuator', 'for Alstom turbine controls']","['Valve - Steam Turbine - Steam Stop Valve Balanced Type using a Single-Acting Actuator', 'for Alstom turbine controls']",['Fixed Asset'],"['Fixed Asset', 'for Alstom turbine controls']",['Valve - Steam Turbine - Steam Stop Valve Balanced Type using a Single-Acting Actuator']
642,"['Accumulator - Hydraulic - Bladder Type', 'Fixed Asset', 'Tank', 'Bladder', 'Oil Check Valve', 'Gas Precharge Valve']","['Fixed Asset', 'Oil Check Valve']","['Bladder', 'Accumulator - Hydraulic - Bladder Type', 'Tank', 'Gas Precharge Valve']","['Oil Check Valve', 'Fixed Asset', 'Tank']","['Gas Precharge Valve', 'Bladder', 'Accumulator - Hydraulic - Bladder Type']","['Bladder', 'Gas Precharge Valve', 'Accumulator - Hydraulic - Bladder Type']","['Oil Check Valve', 'Tank', 'Fixed Asset']"
643,"['Packaged Air Conditioning Unit', 'Facility Asset', 'Fan and motor', 'Compressor and motor', 'Condenser and heating coils', 'Controls, sensors, transmitters, switches, and wiring', 'Filter', 'Damper and actuator', 'Power supply']","['Condenser and heating coils', 'Facility Asset', 'Damper and actuator', 'Controls, sensors, transmitters, switches, and wiring']","['Compressor and motor', 'Fan and motor', 'Packaged Air Conditioning Unit', 'Power supply', 'Filter']","['Damper and actuator', 'Condenser and heating coils']","['Facility Asset', 'Fan and motor', 'Controls, sensors, transmitters, switches, and wiring', 'Filter', 'Power supply', 'Packaged Air Conditioning Unit', 'Compressor and motor']","['Fan and motor', 'Power supply', 'Damper and actuator', 'Compressor and motor', 'Controls, sensors, transmitters, switches, and wiring', 'Filter']","['Facility Asset', 'Packaged Air Conditioning Unit', 'Condenser and heating coils']"
644,"['Battery - Valve Regulated Lead Acid', 'Electrical Asset', 'Battery cells', 'Inter-tier and inter-cell connectors', 'Battery rack', 'Battery cells, Inter-tier and inter-cell connectors, Battery rack']","['Battery cells, Inter-tier and inter-cell connectors, Battery rack', 'Electrical Asset', 'Battery rack']","['Battery - Valve Regulated Lead Acid', 'Battery cells', 'Inter-tier and inter-cell connectors']",['Battery cells'],"['Battery rack', 'Battery cells, Inter-tier and inter-cell connectors, Battery rack', 'Battery - Valve Regulated Lead Acid', 'Electrical Asset', 'Inter-tier and inter-cell connectors']","['Battery cells', 'Battery rack', 'Electrical Asset']","['Battery - Valve Regulated Lead Acid', 'Battery cells, Inter-tier and inter-cell connectors, Battery rack', 'Inter-tier and inter-cell connectors']"
645,"['Bearing - Rolling Element - Grease', 'Rotating Asset']",['Rotating Asset'],['Bearing - Rolling Element - Grease'],['Rotating Asset'],['Bearing - Rolling Element - Grease'],['Bearing - Rolling Element - Grease'],['Rotating Asset']
646,"['Barge Unloader Ladder Type with Movable Boom', 'Material Handling Asset', 'Barge Haul', 'Cable', 'Gearbox', 'Motor', 'Drum', 'Brake', 'Drum Gear and Pinion', 'Lube System', 'Idlers with Bearings', 'Pulleys and Bearings', 'Barge Rope (cable) Attachments', 'Breasting System', 'Hydraulic System', 'Wire Rope', 'Trolley', 'Rails', 'Cable', 'Cable Attachments', 'Gearbox', 'Motor', 'Couplings', 'Brakes', 'Structure', 'Bumpers', 'Thrust Rollers', 'Travel Limits', 'Boom', 'Buckets with Cutting Lip', 'Chain (Links, Pins and Bolts)', 'Rollers', 'Tail or Lower Sprocket (Shaft, Bearings)', 'Pivot Arm Sprocket (Arm, Shaft, Bearings, Hydraulic Cylinder or Arm Linkage)', 'Bucket Return Slides', 'Upper Bucket Guide Rail', 'Discharge Chute and Liners', 'Bucket Drive System (Chain Sprockets, Drive Shaft, Drive Shat Bearings, OEM Drive Gears and Bearings, Reducer Gearbox and Motor, Coupling, Backstop)', 'Lateral Limit Switch (Plunger Type)', 'Flexible Nose (Springs and Guide Pins, Limit Switch), if present', 'Boom Hoist System', 'Cables', 'Sheaves', 'Drums', 'Gear Reducer, Shaft and Bearings, Shaft', 'Motor', 'Brakes', 'Drive Base', 'Gathering Conveyor', 'Pulleys', 'Belt', 'Idlers and Rollers', 'Scraper', 'Take-up System', 'Gearbox and Motor', 'Skirts', 'Structure', 'Lower Spill Plate', 'Fire Suppression', 'Lubrication', 'Some components are excluded from treatment, such as Operator Cab, Power and Control, Sampling Equipment, Dust Suppression, Dust Collector, Slide gates, Magnetic Separators, Weight Scales, Downstream Conveyors, Grinders or Crushers, Cell (river pilings), Cameras, Jib Cranes and Hoists, and Communication.']",['Gearbox'],"['Lube System', 'Gearbox and Motor', 'Chain (Links, Pins and Bolts)', 'Idlers with Bearings', 'Barge Haul', 'Couplings', 'Cable', 'Cable Attachments', 'Gearbox', 'Rails', 'Breasting System', 'Lower Spill Plate', 'Upper Bucket Guide Rail', 'Structure', 'Cables', 'Drums', 'Boom', 'Drum', 'Gear Reducer, Shaft and Bearings, Shaft', 'Some components are excluded from treatment, such as Operator Cab, Power and Control, Sampling Equipment, Dust Suppression, Dust Collector, Slide gates, Magnetic Separators, Weight Scales, Downstream Conveyors, Grinders or Crushers, Cell (river pilings), Cameras, Jib Cranes and Hoists, and Communication.', 'Motor', 'Bucket Drive System (Chain Sprockets, Drive Shaft, Drive Shat Bearings, OEM Drive Gears and Bearings, Reducer Gearbox and Motor, Coupling, Backstop)', 'Skirts', 'Drum Gear and Pinion', 'Pulleys', 'Buckets with Cutting Lip', 'Scraper', 'Thrust Rollers', 'Bucket Return Slides', 'Wire Rope', 'Fire Suppression', 'Motor', 'Trolley', 'Barge Unloader Ladder Type with Movable Boom', 'Flexible Nose (Springs and Guide Pins, Limit Switch), if present', 'Pulleys and Bearings', 'Rollers', 'Barge Rope (cable) Attachments', 'Drive Base', 'Bumpers', 'Discharge Chute and Liners', 'Travel Limits', 'Sheaves', 'Brake', 'Boom Hoist System', 'Pivot Arm Sprocket (Arm, Shaft, Bearings, Hydraulic Cylinder or Arm Linkage)', 'Structure', 'Lateral Limit Switch (Plunger Type)', 'Idlers and Rollers', 'Motor', 'Material Handling Asset', 'Brakes', 'Brakes', 'Gathering Conveyor', 'Lubrication', 'Hydraulic System', 'Tail or Lower Sprocket (Shaft, Bearings)', 'Belt', 'Cable', 'Take-up System']","['Barge Unloader Ladder Type with Movable Boom', 'Scraper', 'Couplings', 'Bucket Return Slides', 'Gathering Conveyor', 'Brake', 'Belt', 'Pulleys', 'Idlers with Bearings', 'Boom', 'Pulleys and Bearings', 'Take-up System', 'Some components are excluded from treatment, such as Operator Cab, Power and Control, Sampling Equipment, Dust Suppression, Dust Collector, Slide gates, Magnetic Separators, Weight Scales, Downstream Conveyors, Grinders or Crushers, Cell (river pilings), Cameras, Jib Cranes and Hoists, and Communication.', 'Pivot Arm Sprocket (Arm, Shaft, Bearings, Hydraulic Cylinder or Arm Linkage)', 'Rollers', 'Drive Base', 'Lateral Limit Switch (Plunger Type)', 'Sheaves', 'Rails', 'Discharge Chute and Liners', 'Gearbox', 'Buckets with Cutting Lip', 'Bucket Drive System (Chain Sprockets, Drive Shaft, Drive Shat Bearings, OEM Drive Gears and Bearings, Reducer Gearbox and Motor, Coupling, Backstop)', 'Barge Rope (cable) Attachments', 'Cable', 'Lube System', 'Travel Limits', 'Drum Gear and Pinion', 'Lower Spill Plate', 'Material Handling Asset', 'Brakes', 'Structure', 'Cables', 'Tail or Lower Sprocket (Shaft, Bearings)', 'Hydraulic System', 'Bumpers', 'Chain (Links, Pins and Bolts)', 'Motor', 'Wire Rope', 'Cable Attachments', 'Upper Bucket Guide Rail']","['Trolley', 'Lubrication', 'Motor', 'Motor', 'Flexible Nose (Springs and Guide Pins, Limit Switch), if present', 'Brakes', 'Breasting System', 'Barge Haul', 'Skirts', 'Gear Reducer, Shaft and Bearings, Shaft', 'Boom Hoist System', 'Drums', 'Idlers and Rollers', 'Gearbox', 'Cable', 'Drum', 'Gearbox and Motor', 'Structure', 'Thrust Rollers', 'Fire Suppression']","['Gear Reducer, Shaft and Bearings, Shaft', 'Barge Rope (cable) Attachments', 'Rails', 'Upper Bucket Guide Rail', 'Lubrication', 'Pivot Arm Sprocket (Arm, Shaft, Bearings, Hydraulic Cylinder or Arm Linkage)', 'Buckets with Cutting Lip', 'Flexible Nose (Springs and Guide Pins, Limit Switch), if present', 'Cable', 'Pulleys and Bearings', 'Belt', 'Structure', 'Brakes', 'Lower Spill Plate', 'Drum', 'Motor', 'Structure', 'Discharge Chute and Liners', 'Lube System', 'Bucket Drive System (Chain Sprockets, Drive Shaft, Drive Shat Bearings, OEM Drive Gears and Bearings, Reducer Gearbox and Motor, Coupling, Backstop)', 'Drum Gear and Pinion', 'Skirts', 'Tail or Lower Sprocket (Shaft, Bearings)', 'Drive Base']","['Boom', 'Drums', 'Barge Unloader Ladder Type with Movable Boom', 'Gearbox and Motor', 'Rollers', 'Scraper', 'Material Handling Asset', 'Lateral Limit Switch (Plunger Type)', 'Some components are excluded from treatment, such as Operator Cab, Power and Control, Sampling Equipment, Dust Suppression, Dust Collector, Slide gates, Magnetic Separators, Weight Scales, Downstream Conveyors, Grinders or Crushers, Cell (river pilings), Cameras, Jib Cranes and Hoists, and Communication.', 'Pulleys', 'Gearbox', 'Sheaves', 'Wire Rope', 'Trolley', 'Bumpers', 'Breasting System', 'Motor', 'Barge Haul', 'Boom Hoist System', 'Chain (Links, Pins and Bolts)', 'Gathering Conveyor', 'Cable Attachments', 'Cable', 'Idlers and Rollers', 'Bucket Return Slides', 'Brakes', 'Travel Limits', 'Motor', 'Gearbox', 'Hydraulic System', 'Fire Suppression', 'Cables', 'Brake', 'Idlers with Bearings', 'Couplings', 'Take-up System', 'Thrust Rollers']"
